domain,label,confidence,brand_name_primary,brand_names_all,country_primary,countries_all,sources,classification_reasons,text_score,vision_score,stage_used
chantylace.com,Pure Bodywear,0.8571428571428571,CHANTY LACE,CHANTY LACE,Germany,Germany,HS fairs,"bodywear:lingerie,briefs",0.8571428571428571,,http
sassamode.com,Pure Bodywear,0.8571428571428571,SASsa Mode GmbH,SASsa Mode GmbH,Germany,Germany,Dealfront|HS fairs|HS segment,"bodywear:panties,loungewear,slips,unterwäsche,bademode",0.8571428571428571,,http
zetex.nl,Pure Bodywear,0.8571428571428571,Zetex B.V.,ZETEX BODY FAVOURITES|Zetex B.V.,Netherlands,Netherlands,HS fairs|HS segment|Supreme Body & Beach,"bodywear:badmode,pyjama",0.8571428571428571,,http
achieveprime.com,Pure Bodywear,0.8571428571428571,Achieve Prime,Achieve Prime,Germany,Germany,HS segment,bodywear:bh,0.8571428571428571,,http
www.sassamode.com,Pure Bodywear,0.8571428571428571,,,,,,"bodywear:panties,loungewear,slips,unterwäsche,bademode",0.8571428571428571,,http
paindesucre.com,Pure Bodywear,0.8566666666666667,CREATION MEDITERRANEE,CREATION MEDITERRANEE|Creation Mediterranee,France,France,Dealfront|Supreme Body & Beach,"bodywear:lingerie,maillots;generalist:maison",0.8566666666666667,,http
euromoda-neuss.com,Pure Bodywear,0.8565217391304347,Euromoda Modecenter,Euromoda Modecenter,Germany,Germany,HS segment,bodywear:lingerie;generalist:home,0.8565217391304347,,http
agentprovocateur.com,Pure Bodywear,0.855,Agent Provocateur,Agent Provocateur,United Kingdom,United Kingdom,FU,vision_screenshot:0.95;text_extraction_failed,0.0,0.95,playwright
laperla.com,Pure Bodywear,0.855,La Perla,La Perla,Germany,Germany|Italy,FU|HS segment,vision_screenshot:0.95;text_extraction_failed,0.0,0.95,playwright
maisonlejaby.com,Pure Bodywear,0.855,Maison Lejaby,La Maison Lejaby|MAISON LEJABY|MAISONLEJABY|Maison Lejaby,France,France,Dealfront|FU|HS fairs|Salon|e-com retailers,vision_screenshot:0.95;text_extraction_failed,0.0,0.95,playwright
gossard.com,Pure Bodywear,0.855,gossard,gossard,United Kingdom,United Kingdom,FU,vision_screenshot:0.95;text_extraction_failed,0.0,0.95,playwright
sardaworld.com,Pure Bodywear,0.855,SARDA,SARDA,Belgium,Belgium,Salon,vision_screenshot:0.95;text_extraction_failed,0.0,0.95,playwright
wacoal-america.com,Pure Bodywear,0.855,Wacoal,Wacoal,Japan/USA,Japan/USA,e-com retailers,vision_screenshot:0.95;text_extraction_failed,0.0,0.95,playwright
loungeunderwear.com,Pure Bodywear,0.855,Lounge Underwear Ltd,Lounge Underwear Ltd,United Kingdom,United Kingdom,HS segment,vision_screenshot:0.95;text_extraction_failed,0.0,0.95,playwright
lounge.com,Pure Bodywear,0.855,Lounge Underwear Limited,Lounge Underwear Limited,United Kingdom,United Kingdom,Dealfront,vision_screenshot:0.95;text_extraction_failed,0.0,0.95,playwright
nisseparis.com,Pure Bodywear,0.8500000000000001,LINE PARIS,LINE PARIS,France,France,Salon,bodywear:bra;vision_screenshot:0.90,0.8,0.9,http+vision
ludiqueshop.com,Pure Bodywear,0.85,Ludique,Ludique,Sweden,Sweden,FU,"bodywear:lingerie,underwear,bras,nightwear,loungewear;generalist:outerwear,accessories",0.85,,http
valege.com,Pure Bodywear,0.8487179487179487,Valege Lingerie,VALEGE|VALÉGE|Valege Distribution|Valege Lingerie,France,France,Dealfront|HS fairs|HS segment|Salon,"bodywear:lingerie,loungewear,pyjama,soutien-gorge,maillots;generalist:accessoires;vision_screenshot:0.90",0.7974358974358974,0.9,http+vision
flaviavalentini.com,Pure Bodywear,0.8464285714285714,FLAVIA VALENTINI ROMA,FLAVIA VALENTINI ROMA,Italy,Italy,Supreme Body & Beach,"bodywear:swimwear,loungewear,slip,costumi;generalist:accessori",0.8464285714285714,,http
cyberjammies.com,Pure Bodywear,0.8423611111111111,CYBERJAMMIES United,CYBERJAMMIES|CYBERJAMMIES United,United Kingdom,United Kingdom,HS fairs|Salon,"bodywear:underwear,nightwear,pyjamas,loungewear,pyjama;generalist:kids,accessories",0.8423611111111111,,http
hunkemoller.be,Pure Bodywear,0.842,Hunkemöller International B.V.,Hunkemöller International B.V.,Netherlands,Netherlands,Dealfront,"bodywear:lingerie,bodywear,bh,slips,nachtmode;generalist:accessoires",0.842,,http
ethel.it,Pure Bodywear,0.8355555555555555,CREAZIONI ETHEL S.R.L.,CREAZIONI ETHEL S.R.L.,Italy,Italy,Supreme Body & Beach,"bodywear:lingerie,notte;generalist:giacche",0.8355555555555555,,http
leslipfrancais.fr,Pure Bodywear,0.8333333333333334,Le Slip Francais,Le Slip Francais|Le Slip Français,France,France,Dealfront|FU|HS segment,"bodywear:boxers,slip",0.8333333333333334,,http
speedo.com,Pure Bodywear,0.8333333333333334,Speedo,Speedo,United Kingdom,United Kingdom,FU,"bodywear:bra,swimwear,swim",0.8333333333333334,,http
occidente.fr,Pure Bodywear,0.8333333333333334,occidente,occidente,France,France,FU,bodywear:lingerie,0.8333333333333334,,http
happy-undies.com,Pure Bodywear,0.8333333333333334,Happy Undies,HAPPY UNDIES|HAPPY UNDIES (VIVACQUA OHG)|Happy Undies,Germany,Germany,HS fairs|HS segment|Salon|Supreme Body & Beach,"bodywear:undies,string",0.8333333333333334,,http
apartoftheart.com,Pure Bodywear,0.8333333333333334,A Part Of The Art,A Part Of The Art,Unknown,Unknown,e-com retailers,bodywear:loungewear,0.8333333333333334,,http
soeurtokyo.com,Pure Bodywear,0.8333333333333334,SOEUR TOKYO,SOEUR TOKYO,,,HS fairs,bodywear:lingerie,0.8333333333333334,,http
hanro.com,Pure Bodywear,0.8333333333333334,HUBER Holding AG,HANRO DEUTSCHLAND GMBH|HANRO International GmbH|HUBER Holding AG,Austria,Austria|Germany,Dealfront|HS fairs|HS segment|Supreme Body & Beach,"bodywear:underwear,bras,panties,slips",0.8333333333333334,,http
elg-corporate.com,Pure Bodywear,0.8333333333333334,European Lingerie Group,European Lingerie Group,Germany,Germany,HS segment,bodywear:lingerie,0.8333333333333334,,http
bleuforet.fr,Pure Bodywear,0.8333333333333334,"Tricotage des Vosges, Bleu Foret Bleu Etc","Tricotage des Vosges, Bleu Foret Bleu Etc",France,France,Dealfront,"bodywear:panties,boxer",0.8333333333333334,,http
comazo.de,Pure Bodywear,0.8319148936170213,Comazo,COMAZO GmbH & Co. KG|Comazo|Comazo GmbH & Co KG,Germany,Germany,Dealfront|FU|HS segment,"bodywear:panties,shapewear,trunks,bh,slips;generalist:accessoires",0.8319148936170213,,http
beerenondergoed.nl,Pure Bodywear,0.82875,Beeren Bodywear,Beeren Bodywear,Netherlands,Netherlands,FU,"bodywear:ondergoed,slip,slips,nachtkleding,boxershorts;generalist:baby,kinder",0.82875,,http
tencate1952.com,Pure Bodywear,0.828030303030303,ten-cate,ten-cate,Netherlands,Netherlands,FU,"bodywear:shapewear,bikini,ondergoed,bh,slips;generalist:kinderen,accessoires,kinder",0.828030303030303,,http
brunobanani.com,Pure Bodywear,0.8263157894736841,bruno banani,bruno banani|bruno banani underwear GmbH,Germany,Germany,Dealfront|FU,"bodywear:panties,slips,boxershorts,unterwäsche,bademode;generalist:beauty",0.8263157894736841,,http
aikyou.de,Pure Bodywear,0.825,Aikyou GmbH,Aikyou GmbH,Germany,Germany,HS segment,bodywear:bh;vision_screenshot:0.85,0.8,0.85,http+vision
lisecharmel.fr,Pure Bodywear,0.8238636363636364,Lise Charmel,Lise Charmel,France,France,HS fairs|HS segment,"bodywear:lingerie,loungewear,nuit;generalist:accessoires;vision_screenshot:0.85",0.7977272727272727,0.85,http+vision
reinaolga.com,Pure Bodywear,0.8238636363636364,Reina Olga,Reina Olga,Switzerland,Switzerland,HS segment,"bodywear:swimwear,swim,bikini;generalist:accessories;vision_screenshot:0.85",0.7977272727272727,0.85,http+vision
organicbasics.com,Pure Bodywear,0.8225806451612903,organic basics,ORGANIC BASICS|organic basics,Denmark,Denmark,FU|Salon,"bodywear:underwear,bras,pyjamas,swimwear,loungewear;generalist:accessories;vision_screenshot:0.90",0.7451612903225806,0.9,http+vision
achile.com,Pure Bodywear,0.8208333333333334,Sourcing Project,Sourcing Project,France,France,Dealfront,"bodywear:underwear,pajamas,pyjamas,boxers,boxer;generalist:home",0.8208333333333334,,http
chelseapeersnyc.com,Pure Bodywear,0.8204545454545454,Chelsea Peers,Chelsea Peers,United Kingdom,United Kingdom,FU,"bodywear:pyjamas,swim,pyjama;generalist:jackets,accessories",0.8204545454545454,,http
atelier-amour.com,Pure Bodywear,0.8204545454545454,ATELIER AMOUR,ATELIER AMOUR,France,France,HS fairs,"bodywear:lingerie,boxers,soutien-gorge,culotte,nuit;generalist:accessoires",0.8204545454545454,,http
nenes-paris.com,Pure Bodywear,0.8175675675675675,Nénés,Nénés,France,France,FU,"bodywear:lingerie,pyjamas;generalist:accessoires,vestes,bijoux",0.8175675675675675,,http
bananamoon.com,Pure Bodywear,0.8166666666666667,Banana Moon,Banana Moon|MC COMPANY,Monaco,Belgium|France|Monaco,Body Fashion Trade Fair|FU|HS segment|e-com retailers,"bodywear:swimwear,bikini,loungewear,thong,shorty;generalist:accessories",0.8166666666666667,,http
sockmyfeet.com,Pure Bodywear,0.8145833333333333,Sock My Feet,Sock My Feet,Netherlands,Netherlands,FU,"bodywear:underwear,boxer,sokken;generalist:home",0.8145833333333333,,http
snocks.com,Pure Bodywear,0.81375,Snocks,Snocks,Germany,Germany,HS segment,"bodywear:pyjamas,trunks,slips,boxershorts,unterwäsche;generalist:accessoires;vision_screenshot:0.85",0.7775000000000001,0.85,http+vision
sanscomplexe.com,Pure Bodywear,0.81,Sans Complexe Lingerie,SANS COMPLEXE|Sans Complexe Lingerie,France,France,FU|Salon,vision_screenshot:0.90;text_extraction_failed,0.0,0.9,playwright
antigel.com,Pure Bodywear,0.81,ANTIGEL,ANTIGEL,France,France,Salon,vision_screenshot:0.90;text_extraction_failed,0.0,0.9,playwright
aubade.com,Pure Bodywear,0.81,AUBADE PARIS,AUBADE PARIS|Aubade,France,France,Salon|e-com retailers,vision_screenshot:0.90;text_extraction_failed,0.0,0.9,playwright
aubade.eu,Pure Bodywear,0.81,Aubade Paris,Aubade Paris,France,France,HS segment,vision_screenshot:0.90;text_extraction_failed,0.0,0.9,playwright
inter-spitzen.ch,Pure Bodywear,0.8058823529411764,INTER-SPITZEN,INTER-SPITZEN,Switzerland,Switzerland,HS fairs,"bodywear:lingerie,swimwear,loungewear;generalist:outerwear",0.8058823529411764,,http
stilladore.com,Pure Bodywear,0.8055555555555556,STILL ADORE,STILL ADORE,,,HS fairs,"bodywear:bras,panties,hipster,tanga;generalist:home;vision_screenshot:0.85",0.7611111111111111,0.85,http+vision
guydefrance.com,Pure Bodywear,0.8055555555555556,Guy de France Lingerie,Guy de France Lingerie,Belgium,Belgium,HS fairs|HS segment,"bodywear:lingerie,ondergoed;generalist:home;vision_screenshot:0.85",0.7611111111111111,0.85,http+vision
effek.it,Pure Bodywear,0.8015873015873015,F**K,F**K,Italy,Italy,HS segment,"bodywear:bikini,slip,costumi;generalist:bags,accessori,borse",0.8015873015873015,,http
fr.simone-perele.com,Pure Bodywear,0.8,SIMONE PERELE,SIMONE PERELE,France,France,Salon,"bodywear:lingerie,shapewear,loungewear,nuit;generalist:accessoires",0.8,,http
shopatmira.com,Pure Bodywear,0.8,MIRA,MIRA,,,HS fairs,bodywear:sleepwear,0.8,,http
lingeriecup.com,Pure Bodywear,0.7906249999999999,"WING-WIN ENTERPRISE CO., LTD","WING-WIN ENTERPRISE CO., LTD",,,HS fairs,"bodywear:lingerie,bra;generalist:accessories;vision_screenshot:0.85",0.73125,0.85,http+vision
hunkemoller.fr,Pure Bodywear,0.7887931034482758,Hunkemöller International B.V.,Hunkemöller International B.V.,Netherlands,Netherlands,Dealfront,"bodywear:lingerie,bodywear,soutien-gorge,nuit;generalist:accessoires;vision_screenshot:0.85",0.7275862068965517,0.85,http+vision
acquadicocco.com,Pure Bodywear,0.7871621621621622,ACQUADICOCCO,ACQUADICOCCO,Italy,Italy,HS fairs|Salon,"bodywear:swimwear,bikini,costumi;generalist:home,accessori,borse;vision_screenshot:0.85",0.7243243243243244,0.85,http+vision
princessetamtam.com,Pure Bodywear,0.7858490566037736,Princesse Tam Tam,Princesse Tam Tam,France,France,Dealfront,"bodywear:lingerie,bra,bras,briefs,panties;generalist:jeans,coats,jackets",0.7858490566037736,,firecrawl
maison-close.com,Pure Bodywear,0.78359375,maison-close,maison-close,France,France,FU,"bodywear:lingerie,bras,panties,thong,boxer;generalist:accessories,jewelry,maison;vision_screenshot:0.85",0.7171875,0.85,http+vision
beldona.com,Pure Bodywear,0.7816793893129771,Beldona AG,Beldona AG,Switzerland,Switzerland,Dealfront,"bodywear:lingerie,panties,shapewear,loungewear,bh;generalist:accessoires",0.7816793893129771,,http
sunflair.de,Pure Bodywear,0.7792857142857144,Adolf Riedl GmbH & Co. KG,Adolf Riedl GmbH & Co. KG,Germany,Germany,Dealfront,"bodywear:bikini,bademode;generalist:home,accessories;vision_screenshot:0.85",0.7085714285714286,0.85,http+vision
grain-de-sable.fr,Pure Bodywear,0.7738636363636364,Sarl Grain de Sable France,Sarl Grain de Sable France,France,France,Dealfront,"bodywear:string,tanga,culotte,maillots;generalist:accessoires;vision_screenshot:0.75",0.7977272727272727,0.75,http+vision
maison-leveque.com,Pure Bodywear,0.7714285714285714,MAISON LEVEQUE,MAISON LEVEQUE,France,France,HS fairs,bodywear:lingerie;generalist:maison;vision_screenshot:0.85,0.6928571428571428,0.85,http+vision
group.chantellelingerie.com,Pure Bodywear,0.7714285714285714,CHANTELLE LINGERIE GMBH,CHANTELLE LINGERIE GMBH,Germany,Germany,Supreme Body & Beach,bodywear:lingerie;generalist:home;vision_screenshot:0.85,0.6928571428571428,0.85,http+vision
primadonna.com,Pure Bodywear,0.765,PrimaDonna,PRIMADONNA|Prima Donna Bain|PrimaDonna|PrimaDonna Twist,Belgium,Belgium|Italy,FU|Salon|e-com retailers,vision_screenshot:0.85;text_extraction_failed,0.0,0.85,playwright
sloggi.com,Pure Bodywear,0.765,Sloggi,Sloggi,Switzerland,Switzerland,FU|e-com retailers,vision_screenshot:0.85;text_extraction_failed,0.0,0.85,playwright
yse-paris.com,Pure Bodywear,0.765,Ysé,Ysé,France,France,FU,vision_screenshot:0.85;text_extraction_failed,0.0,0.85,playwright
anita.com,Pure Bodywear,0.765,anita,ANITA ACTIVE|ANITA CARE|ANITA DR. HELBIG GMBH|ANITA MATERNITY|ANITA SINCE 1886|Anita|Anita Belgium NV|ROSA FAIA|Rosa Faia|anita,Germany,Belgium|Germany|United Kingdom,Body Fashion Trade Fair|FU|Salon|Supreme Body & Beach|e-com retailers,vision_screenshot:0.85;text_extraction_failed,0.0,0.85,playwright
mey.com,Pure Bodywear,0.765,mey,MEY|MEY GMBH & CO. KG|Mey|Mey GmbH & Co. KG|mey,Germany,Germany,Dealfront|FU|Salon|Supreme Body & Beach|e-com retailers,vision_screenshot:0.85;text_extraction_failed,0.0,0.85,playwright
byebra.eu,Pure Bodywear,0.765,BYE BRA,BYE BRA,Netherlands,Netherlands,Salon,vision_screenshot:0.85;text_extraction_failed,0.0,0.85,playwright
mariejo.com,Pure Bodywear,0.765,MARIE JO,MARIE JO,Belgium,Belgium,Salon,vision_screenshot:0.85;text_extraction_failed,0.0,0.85,playwright
bodyandbeach.nl,Pure Bodywear,0.765,Body and Beach,Body and Beach,Netherlands,Netherlands,Body Fashion Trade Fair|HS fairs|HS segment,vision_screenshot:0.85;text_extraction_failed,0.0,0.85,playwright
panache-lingerie.com,Pure Bodywear,0.765,PANACHE LINGERIE LTD,PANACHE LINGERIE LTD|Panache Lingerie LTD,GB,GB|United Kingdom,HS fairs|Supreme Body & Beach,vision_screenshot:0.85;text_extraction_failed,0.0,0.85,playwright
reign-studio.com,Pure Bodywear,0.765,REIGN STUDIO,REIGN STUDIO,United Kingdom,United Kingdom,HS fairs,vision_screenshot:0.85;text_extraction_failed,0.0,0.85,playwright
dgywk.cn,Pure Bodywear,0.765,UWORK,UWORK,,,HS fairs,vision_screenshot:0.85;text_extraction_failed,0.0,0.85,playwright
ilonibydilan.com,Pure Bodywear,0.765,ILONI BY DILAN,ILONI BY DILAN,,,HS fairs,vision_screenshot:0.85;text_extraction_failed,0.0,0.85,playwright
vandevelde.eu,Pure Bodywear,0.765,Van de Velde,Van de Velde,Belgium,Belgium,HS fairs|HS segment,vision_screenshot:0.85;text_extraction_failed,0.0,0.85,playwright
anita.net,Pure Bodywear,0.765,Anita Dr. Helbig GmbH,Anita Dr. Helbig GmbH,Germany,Germany,HS fairs|HS segment,vision_screenshot:0.85;text_extraction_failed,0.0,0.85,playwright
theunderdays.com,Pure Bodywear,0.765,theunderdays.com,theunderdays.com,United Kingdom,United Kingdom,HS segment,vision_screenshot:0.85;text_extraction_failed,0.0,0.85,playwright
dim.com,Pure Bodywear,0.765,DIM International Brands,DIM International Brands,France,France,HS segment,vision_screenshot:0.85;text_extraction_failed,0.0,0.85,playwright
calidagroup.com,Pure Bodywear,0.765,CALIDA Holding AG,CALIDA Holding AG,Switzerland,Switzerland,HS segment,vision_screenshot:0.85;text_extraction_failed,0.0,0.85,playwright
girlsinparis.com,Pure Bodywear,0.765,Girls In Paris,Girls In Paris,France,France,HS segment,vision_screenshot:0.85;text_extraction_failed,0.0,0.85,playwright
missmary.com,Pure Bodywear,0.765,Miss Mary of Sweden AB,Miss Mary of Sweden AB,Sweden,Sweden,Dealfront,vision_screenshot:0.85;text_extraction_failed,0.0,0.85,playwright
dim.fr,Pure Bodywear,0.765,Dim France Sas,Dim France Sas,France,France,Dealfront,vision_screenshot:0.85;text_extraction_failed,0.0,0.85,playwright
lovesecrethk.com,Pure Bodywear,0.7583333333333333,LOVE SECRET,LOVE SECRET,,,HS fairs,bodywear:bra;vision_screenshot:0.85,0.6666666666666666,0.85,http+vision
int.li-vy.com,Pure Bodywear,0.753030303030303,livy,livy,France,France,FU,"bodywear:lingerie,swimwear;generalist:accessoires;vision_screenshot:0.85",0.6560606060606061,0.85,http+vision
lesrituelles.fr,Pure Bodywear,0.7509615384615385,ACTION CULOTTÉE,ACTION CULOTTÉE,France,France,HS fairs,"bodywear:lingerie,dessous,sous-vêtements;generalist:accessoires,bijoux;vision_screenshot:0.85",0.6519230769230769,0.85,http+vision
borneo-paris.com,Pure Bodywear,0.75,Borneo,Borneo,France,France,Dealfront,bodywear:swimwear;vision_screenshot:0.75,0.75,0.75,http+vision
kokoaka.com,Pure Bodywear,0.7424528301886792,KOKOAKA,KOKOAKA,,,HS fairs,"bodywear:swimwear,bikini;generalist:accessories",0.7424528301886792,,http
miss-perfect.shop,Pure Bodywear,0.7256578947368421,APPAREL PARTNERS INT. GMBH,APPAREL PARTNERS INT. GMBH,Germany,Germany,Supreme Body & Beach,"bodywear:shapewear,bh,slips,dessous;generalist:accessoires;vision_screenshot:0.75",0.7013157894736841,0.75,http+vision
cakematernity.com,Pure Bodywear,0.7250000000000001,Pure Comfort,Pure Comfort,Netherlands,Netherlands,Body Fashion Trade Fair,"bodywear:underwear,bras,sleepwear,swimwear;generalist:accessories;vision_screenshot:0.75",0.7000000000000001,0.75,http+vision
goetzburg.com,Pure Bodywear,0.7200000000000001,gotzburg,gotzburg,Germany,Germany,FU,vision_screenshot:0.80;text_extraction_failed,0.0,0.8,playwright
laviantmie.com,Pure Bodywear,0.71875,LAVIANT MIË,LAVIANT MIË,Germany,Germany,Salon,bodywear:lingerie;generalist:home;vision_screenshot:0.85,0.5875,0.85,http+vision
sh-dessous.de,Pure Bodywear,0.7166666666666667,SH-Dessous Sandra Hamann,SH-Dessous Sandra Hamann,Germany,Germany,Dealfront,"bodywear:lingerie,shapewear,slips,dessous,nachtwäsche;generalist:home,accessoires",0.7166666666666667,,http
1-9-7-9.com,Pure Bodywear,0.7130000000000001,1979 SWIMWEAR,1979 SWIMWEAR,Germany,Germany,FU,"bodywear:swimwear,bikini;generalist:home,bags;vision_screenshot:0.65",0.776,0.65,http+vision
shopunderstatement.com,Pure Bodywear,0.7,UNDERSTATEMENT,UNDERSTATEMENT|Understatement,Sweden,Sweden,FU|HS fairs|Salon,bodywear:panties;vision_screenshot:0.90,0.5,0.9,http+vision
ringella.com,Pure Bodywear,0.7,Ringella Onlineshop GmbH & Co. KG,Ringella Onlineshop GmbH & Co. KG,Germany,Germany,HS fairs|HS segment,"bodywear:pyjamas,loungewear,nachtwäsche;vision_screenshot:0.65",0.75,0.65,http+vision
novila.de,Pure Bodywear,0.7,Novila GmbH,Novila GmbH,Germany,Germany,HS segment,"bodywear:unterwäsche,nachtwäsche;vision_screenshot:0.65",0.75,0.65,http+vision
